;3;2.5;;;6;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;11;11
;INPUT BLOCK;;;;;;OUTPUT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CID;SST Verd. Temp;SDT Kond. Temperatur;Value Power;SSH Superheat;LLT Leaving Liquid Temp;tapp T approach Economizer;ENTROPY_SUCTION;SPEED_SOUND;DENSITY_SUCTION;ENTHALPY_LIQUID_CONDENSER_EXIT;ENTHALPY_DISCHARGE_ISENTROPIC;ENTHALPY_SUCTION;SPEED_COMPRESSOR;MASS_FLOW_RATE_EVAPORATOR;MASS_FLOW_RATE_MOTOR_COOLING;COEFFICIENT_OF_PERFORMANCE;POWER_INPUT_ELECTRICAL;CAPACITY_EVAPORATOR;TEMPERATURE_SUCT_SAT;TEMPERATURE_DISCH_SAT;TEMPERATURE_SUCT_SUPER_HEAT;TEMPERATURE_CONDENSER_LIQUID_LEAVING;PRESSURE_SUCT_ABSOLUTE;PRESSURE_DISCH_ABSOLUTE;TEMPERATURE_DISCH;PRESSURE_RATIO;POWER_FACTOR;IGV_ANGLE;INPUT_CURRENT;ECON_SAT_TEMP;ECON_INTERSTAGE_P;ECON_CAPACITY;ECON_MASS_FLOW;TEMPERATURE_ECO_LIQUID_LEAVING;ENTHALPY_LIQUID_ECO_EXIT;TOLERANCE;POWER_INPUT_ELECTRICAL;POWER_INPUT_ELECTRICAL
CID=-604588577;-12;2.5;0;4;-3.5;0;0.780245257;139.9677654;7.397259801;19.8464382;214.0868508;203.6939115;19668.38701;0.319298694;0.006845469;9.531622112;6.158685003;58.70225815;-12;2.5;4;-3.5;135.8927511;237.1557572;12.045956;1.745168563;0.659103921;110;14.19678066;0;0;0;0;0;0;5;4.623798246;11.40693225
CID=-604588674;-12;5;0;4;-1;0;0.780245257;139.9677654;7.397259801;23.10639872;215.7799253;203.6939115;21176.21362;0.365499267;0.007236795;8.582457694;7.690641289;66.00460351;-12;5;4;-1;135.8927511;259.3030423;14.92526338;1.90814477;0.675736382;110;17.29183285;0;0;0;0;0;0;5;5.480198279;14.20886186
CID=-604588763;-12;7.5;0;4;1.5;0.3;0.780245257;139.9677654;7.397259801;26.38171718;217.4445396;203.6939115;22374.10142;0.396099368;0.00769789;7.733237481;9.081998107;70.23324817;-12;7.5;4;1.5;135.8927511;283.0057566;17.67672322;2.082566982;0.689921697;110;20.00034007;0;0;0;0;0;0;5;6.344501125;17.38765084
CID=-604588604;-12;10;0;4;4;0.8;0.780245257;139.9677654;7.397259801;29.67294474;219.080926;203.6939115;23633.56027;0.442049998;0.00833949;7.043649864;10.92132197;76.92596802;-12;10;4;4;135.8927511;308.3346683;20.35684973;2.268955966;0.707417792;110;23.45605699;0;0;0;0;0;0;5;7.566253943;20.14205535
CID=897079924;-12;12.5;0;4;6.5;1.3;0.780245257;139.9677654;7.397259801;32.98064018;220.6893158;203.6939115;24683.89425;0.472466504;0.008984069;6.415744251;12.57162059;80.65630256;-12;12.5;4;6.5;135.8927511;335.3618017;23.026164;2.467841728;0.721980417;110;26.45584419;0;0;0;0;0;0;5;8.935106641;24.05467625
CID=897080083;-12;15;0;4;9;1.8;0.780245257;139.9677654;7.397259801;36.30537198;222.2699377;203.6939115;25827.65649;0.518194358;0.009848126;5.866501223;14.78560959;86.73979675;-12;15;4;9;135.8927511;364.160422;25.75750328;2.67976341;0.739962636;110;30.35884324;0;0;0;0;0;0;5;10.42394756;28.2107465
CID=897079986;-12;17.5;0;4;11.5;2.3;0.780245257;139.9677654;7.397259801;39.64772049;223.8230183;203.6939115;26730.28188;0.548440753;0.010663499;5.391810116;16.68634738;89.96961657;-12;17.5;4;11.5;135.8927511;394.8050249;28.37305533;2.905269205;0.754092122;110;33.61960856;0;0;0;0;0;0;5;11.95902616;32.24342834
CID=897079889;-12;20;0;4;14;2.8;0.780245257;139.9677654;7.397259801;43.0082804;225.3487805;203.6939115;27695.59993;0.593975728;0.011720125;4.977919685;19.17334364;95.44336475;-12;20;4;14;135.8927511;427.3713314;30.989404;3.144916325;0.770918693;110;37.78722989;0;0;0;0;0;0;5;13.80483016;36.01106142
CID=897079800;-12;22.5;0;4;16.5;3.3;0.780245257;139.9677654;7.397259801;46.38766355;226.8474436;203.6939115;28636.4613;0.639365283;0.012922578;4.588676715;21.91833508;100.5761538;-12;22.5;4;16.5;135.8927511;461.9362892;33.72821002;3.39927101;0.787516619;110;42.28668206;0;0;0;0;0;0;5;15.87450858;40.48273508
CID=897079959;-12;25;0;4;19;3.8;0.780245257;139.9677654;7.397259801;49.78650222;228.3192224;203.6939115;29413.30771;0.669760847;0.014050244;4.245438327;24.28045091;103.0811569;-12;25;4;19;135.8927511;498.5780826;36.39186021;3.668908596;0.800312255;110;46.09491905;0;0;0;0;0;0;5;18.07052028;44.88398029
CID=897079862;-12;27.5;0;4;21.5;4.3;0.780245257;139.9677654;7.397259801;53.20545296;229.7643272;203.6939115;30282.39339;0.714421977;0.015519339;3.921398374;27.41681711;107.5122621;-12;27.5;4;21.5;135.8927511;537.3761508;39.22235655;3.954413657;0.815412663;110;51.08523075;0;0;0;0;0;0;5;20.83175719;45.13090354
CID=897079765;-12;30;0;4;24;4.8;0.780245257;139.9677654;7.397259801;56.64520143;231.1829632;203.6939115;30899.40637;0.728838121;0.016634066;3.643782993;29.41303193;107.1747055;-12;30;4;24;135.8927511;578.4112193;41.85742355;4.256380232;0.824015642;110;54.23256118;0;0;0;0;0;0;5;23.41460046;44.94484008
