;Step SST;Step SDT;Percent Power;;Subcooling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;2.5;0;;6;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;11;11
;INPUT BLOCK;;;;;;OUTPUT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CID;SST Verd. Temp;SDT Kond. Temperatur;Value Power;SSH Superheat;LLT Leaving Liquid Temp;tapp T approach Economizer;ENTROPY_SUCTION;SPEED_SOUND;DENSITY_SUCTION;ENTHALPY_LIQUID_CONDENSER_EXIT;ENTHALPY_DISCHARGE_ISENTROPIC;ENTHALPY_SUCTION;SPEED_COMPRESSOR;MASS_FLOW_RATE_EVAPORATOR;MASS_FLOW_RATE_MOTOR_COOLING;COEFFICIENT_OF_PERFORMANCE;POWER_INPUT_ELECTRICAL;CAPACITY_EVAPORATOR;TEMPERATURE_SUCT_SAT;TEMPERATURE_DISCH_SAT;TEMPERATURE_SUCT_SUPER_HEAT;TEMPERATURE_CONDENSER_LIQUID_LEAVING;PRESSURE_SUCT_ABSOLUTE;PRESSURE_DISCH_ABSOLUTE;TEMPERATURE_DISCH;PRESSURE_RATIO;POWER_FACTOR;IGV_ANGLE;INPUT_CURRENT;ECON_SAT_TEMP;ECON_INTERSTAGE_P;ECON_CAPACITY;ECON_MASS_FLOW;TEMPERATURE_ECO_LIQUID_LEAVING;ENTHALPY_LIQUID_ECO_EXIT;TOLERANCE;POWER_INPUT_ELECTRICAL;POWER_INPUT_ELECTRICAL
CID=1111589750;-15;25;19.94105279;4;19;3.8;0.780912623;139.7222318;6.578452783;49.78650222;228.5206102;201.5939393;30609.06764;0.414727936;0.012680096;3.157244256;19.94105617;62.95878507;-15;25;4;19;120.0066092;498.5780826;44.24375589;4.154588536;0.775759766;62.77320117;39.05500353;0;0;0;0;0;0;10;19.94105279;40.13193408
CID=1212346299;-15;27.5;22.9326881;4;21.5;4.3;0.780912623;139.7222318;6.578452783;53.20545296;229.9672748;201.5939393;31266.04185;0.450133324;0.014073755;2.912635344;22.93270346;66.79460264;-15;27.5;4;21.5;120.0066092;537.3761508;47.73975856;4.477887964;0.793171045;73.03091823;43.92827806;0;0;0;0;0;0;10;22.9326881;40.07895773
CID=-1496334080;-15;30;26.54271331;4;24;4.8;0.780912623;139.7222318;6.578452783;56.64520143;231.3874659;201.5939393;31930.20426;0.498577294;0.015779157;2.722710027;26.5427272;72.26814951;-15;30;4;24;120.0066092;578.4112193;50.73240766;4.819828036;0.811406848;97.87220215;49.70071664;0;0;0;0;0;0;10;26.54271331;40.09537459
CID=89952837;-15;32.5;30.1228472;4;26.5;5.3;0.780912623;139.7222318;6.578452783;60.10646826;232.7813845;201.5939393;32831.98285;0.546012292;0.017566099;2.564626356;30.12286685;77.25389827;-15;32.5;4;26.5;120.0066092;621.7653459;53.35995415;5.181092527;0.826901102;86.67695994;55.34756351;0;0;0;0;0;0;10;30.1228472;40.43136683
CID=2032470114;-15;35;35.70977966;4;29;5.8;0.780912623;139.7222318;6.578452783;63.59001651;234.1492266;201.5939393;33545.23978;0.62700063;0.020260543;2.423105095;35.70977862;86.52854653;-15;35;4;29;120.0066092;667.521983;55.92823396;5.562376837;0.846783183;99.248438;64.07235834;0;0;0;0;0;0;10;35.70977966;39.91192219
CID=2133226663;-15;37.5;40.23005887;4;31.5;6.3;0.780912623;139.7222318;6.578452783;67.09666069;235.4911823;201.5939393;34087.7014;0.791471492;0.021981617;2.758691192;38.58741494;106.4507617;-15;37.5;4;31.5;120.0066092;715.7660593;49.91492896;5.964388664;0.855304815;109.6049912;68.54575182;0;0;0;0;0;0;10;40.23005887;38.58741475
CID=190708233;-15;40;0;4;34;6.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=291464782;-15;42.5;0;4;36.5;7.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=1877751699;-15;45;0;4;39;7.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-830928680;-15;47.5;0;4;41.5;8.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
